no,date,time,traffic_type,variation_traffic_from,external_ip,internal_ip,protocol,packet_loss,throughput,latency,jitter,ping,packet_length
216,03/14/2024,17:48:59,Game,Xbox,123.224.235.53,129.7.83.204,ICMP,0.69,8.2,187.16,169.57,247,2190
217,03/15/2024,12:25:58,Video,TikTok,171.230.118.87,154.117.88.162,TCP,0.65,2.53,92.67,292.1,149,2803
218,03/14/2024,22:00:21,Game,Steam,147.144.106.93,171.122.141.96,TCP,1.69,19.39,71.12,107.17,197,4534
219,03/15/2024,16:06:53,Game,Steam,188.205.10.121,134.156.213.233,ICMP,4.01,2.17,94.3,107.88,172,405
220,03/14/2024,15:26:29,Game,Steam,124.184.101.207,176.113.242.89,TCP,2.16,19.52,286.32,228.37,70,2821
221,03/14/2024,08:45:52,Video,TikTok,108.25.248.29,164.218.1.150,TCP,4.92,13.89,74.59,144.7,80,3679
222,03/15/2024,17:14:40,Voice,VoIP,127.127.27.73,173.176.148.178,TCP,3.73,3.84,248.74,286.02,215,4719
223,03/15/2024,12:00:27,Video,TikTok,103.14.147.37,164.43.40.130,TCP,3.81,14.33,275.97,132.01,59,1206
224,03/14/2024,03:46:54,Voice,VoIP,159.221.12.148,122.46.115.46,ICMP,2.97,1.74,264.48,206.8,269,4574
225,03/15/2024,01:59:07,Video,YouTube,153.88.8.254,198.50.250.186,ICMP,3.86,12.81,71.48,118.37,171,1790
226,03/15/2024,17:07:01,Video,YouTube,189.203.2.149,150.174.225.241,TCP,2.21,1.03,103.24,234.83,282,2376
227,03/15/2024,20:37:47,Video,YouTube,135.206.52.122,188.170.81.255,ICMP,4.53,11.79,32.81,269.46,165,730
228,03/15/2024,20:12:48,Game,Steam,153.210.136.181,180.197.185.167,ICMP,1.56,1.15,88.71,47.32,67,1426
229,03/14/2024,20:43:12,Voice,VoIP,188.126.39.234,126.180.43.212,TCP,1.95,1.15,269.77,224.05,260,4458
230,03/15/2024,09:08:59,Game,Xbox,141.59.31.215,146.245.79.216,TCP,4.45,16.21,71.72,93.82,126,3362
231,03/14/2024,09:59:34,Video,YouTube,108.165.107.254,115.175.100.232,ICMP,3.83,9.92,183.01,157.22,159,4879
232,03/14/2024,15:22:53,Video,YouTube,188.86.232.218,190.62.84.244,TCP,2.91,13.1,189.94,280.68,234,2190
233,03/14/2024,13:27:30,Video,TikTok,129.228.249.140,146.70.28.100,ICMP,3.35,6.49,43.39,199.38,211,1145
234,03/15/2024,02:51:36,Video,YouTube,173.49.119.185,136.101.252.169,TCP,3.05,18.9,209.71,135.23,139,316
235,03/15/2024,17:00:29,Voice,VoIP,172.81.178.71,197.52.85.149,ICMP,1.76,1.84,46.59,126.05,62,2591
236,03/15/2024,14:05:54,Voice,VoIP,177.155.64.241,181.112.244.230,TCP,4.75,19.38,53.77,89.4,76,4095
237,03/14/2024,11:35:06,Video,TikTok,111.87.133.129,155.180.168.48,ICMP,1.09,19.79,179.64,122.05,106,427
238,03/15/2024,09:44:57,Video,YouTube,191.181.110.96,111.160.138.85,TCP,2.43,10.61,224.29,74.88,66,2804
239,03/14/2024,00:00:39,Game,Xbox,190.46.70.110,102.148.222.177,ICMP,1.69,7.57,250.77,166.94,224,3180
240,03/14/2024,05:36:13,Voice,VoIP,149.177.106.49,115.203.193.178,ICMP,3.31,5.51,131.8,180.3,183,2113
241,03/15/2024,15:46:17,Game,Steam,120.122.60.213,182.105.139.103,TCP,4.63,11.8,142.86,245.2,170,1423
242,03/15/2024,08:45:06,Game,Steam,120.182.131.50,123.20.87.108,TCP,1.71,11.19,247.95,251.2,279,308
243,03/15/2024,20:37:09,Voice,VoIP,168.173.7.168,163.144.162.216,TCP,4.8,10.21,73.37,159.65,239,1261
244,03/14/2024,07:10:31,Video,YouTube,167.191.214.72,172.90.217.92,TCP,4.9,8.77,99.09,145.96,287,3464
245,03/14/2024,08:54:43,Game,Steam,164.1.132.73,196.39.110.50,ICMP,4.39,4.55,19.02,203.87,114,1485
246,03/15/2024,09:27:43,Game,Steam,116.98.98.157,141.132.191.52,ICMP,1.37,19.72,159.95,182.52,90,460
247,03/15/2024,18:16:46,Game,Steam,113.112.73.67,103.84.184.227,ICMP,3.21,8.82,251.93,289.15,256,847
248,03/15/2024,10:17:07,Video,YouTube,181.234.101.171,129.30.249.252,ICMP,3.53,1.02,143.27,256.02,195,2821
249,03/15/2024,19:35:56,Game,Xbox,121.255.145.45,130.98.74.184,TCP,0.59,5.55,227.25,176.7,136,3485
250,03/14/2024,00:10:58,Voice,VoIP,174.127.158.170,120.231.78.82,ICMP,0.66,19.69,28.97,75.07,131,3521
251,03/15/2024,22:21:10,Game,Steam,170.223.139.66,119.97.176.1,ICMP,2.92,14.36,102.27,225.8,269,3474
252,03/14/2024,03:04:32,Game,Steam,117.220.175.52,173.202.62.201,ICMP,0.43,19.82,230.78,115.33,35,2891
253,03/14/2024,18:55:50,Video,TikTok,148.183.242.113,175.71.141.106,TCP,1.69,13.6,60.59,233.23,124,4566
254,03/14/2024,01:43:45,Video,TikTok,157.99.220.46,183.251.41.227,TCP,3.5,16.15,206.54,50.74,126,378
255,03/15/2024,12:57:56,Video,TikTok,114.21.199.18,150.7.62.153,TCP,4.33,2.15,27.7,58.92,238,3862
256,03/14/2024,03:02:03,Voice,VoIP,103.220.90.201,143.64.244.79,ICMP,4.37,15.96,293.5,269.38,26,4574
257,03/15/2024,11:23:53,Video,TikTok,175.190.136.190,179.237.42.32,ICMP,3.23,5.83,154.95,131.0,299,2935
258,03/14/2024,01:51:16,Game,Xbox,171.7.37.61,111.131.174.216,ICMP,0.56,2.35,185.35,45.03,170,1377
259,03/15/2024,19:32:32,Video,YouTube,178.130.170.159,116.172.200.254,ICMP,4.54,6.64,176.55,204.53,179,4680
260,03/15/2024,05:19:32,Voice,VoIP,138.45.57.64,118.192.121.18,ICMP,4.14,4.98,19.29,155.14,223,1457
261,03/14/2024,10:49:17,Game,Steam,161.244.2.196,125.191.93.120,ICMP,3.18,9.42,97.83,256.37,213,1312
262,03/15/2024,07:42:11,Voice,VoIP,136.83.108.71,160.88.216.221,ICMP,2.89,13.67,232.54,146.59,142,4011
263,03/14/2024,07:44:55,Video,TikTok,107.224.156.144,146.235.150.141,ICMP,3.97,9.89,270.05,54.42,83,2794
264,03/14/2024,19:39:36,Voice,VoIP,161.52.70.115,106.89.115.223,TCP,3.4,2.69,201.21,224.97,64,1985
265,03/15/2024,10:22:48,Video,TikTok,164.42.35.31,187.248.110.168,ICMP,2.04,7.15,116.43,230.77,29,1240
266,03/14/2024,23:18:41,Video,TikTok,152.96.86.206,171.26.96.27,ICMP,3.4,7.24,204.89,151.82,268,1871
267,03/14/2024,10:22:38,Video,YouTube,102.146.136.108,122.46.120.21,TCP,0.57,16.06,137.43,121.07,238,1920
268,03/15/2024,11:59:50,Voice,VoIP,147.129.216.173,115.125.224.173,ICMP,4.16,11.11,175.16,225.12,274,1563
269,03/14/2024,01:03:40,Voice,VoIP,121.40.221.46,116.74.90.32,ICMP,3.59,19.6,60.0,155.9,190,1800
270,03/14/2024,17:11:15,Game,Xbox,128.140.1.159,195.129.202.115,TCP,0.59,11.73,199.76,52.7,151,1231
271,03/15/2024,18:18:58,Voice,VoIP,163.146.129.0,127.248.198.57,TCP,0.11,15.58,120.28,276.75,288,3265
272,03/15/2024,07:44:58,Game,Xbox,155.6.168.112,167.111.80.20,TCP,2.91,4.07,44.27,249.15,97,3869
273,03/14/2024,16:58:25,Video,YouTube,105.91.241.165,159.197.30.82,TCP,1.23,4.28,71.3,104.89,47,1574
274,03/15/2024,11:13:21,Game,Steam,128.26.96.230,118.111.230.25,TCP,1.15,16.81,188.8,111.64,188,4342
275,03/14/2024,15:11:28,Video,YouTube,170.97.58.137,124.190.157.139,ICMP,4.96,13.17,9.78,258.32,29,1487
276,03/15/2024,14:34:49,Video,TikTok,196.165.60.141,129.103.103.40,TCP,0.72,5.82,173.5,264.98,92,3538
277,03/14/2024,08:03:21,Game,Xbox,100.169.2.75,196.225.15.138,TCP,2.58,17.61,99.31,125.66,145,272
278,03/15/2024,20:23:38,Voice,VoIP,142.158.97.4,124.191.169.71,ICMP,0.36,1.43,102.74,89.95,161,2779
279,03/15/2024,01:32:10,Game,Steam,170.55.87.86,104.85.231.80,ICMP,4.77,1.71,122.79,249.29,231,2673
280,03/15/2024,04:32:07,Video,YouTube,127.221.60.61,171.103.13.68,TCP,2.08,8.95,150.6,96.37,39,1144
281,03/14/2024,17:26:35,Game,Steam,166.243.6.235,188.140.42.133,TCP,0.6,1.01,77.06,244.74,200,1489
282,03/14/2024,08:00:57,Video,YouTube,165.77.53.102,197.79.181.147,ICMP,0.31,8.9,162.26,153.68,52,3530
283,03/14/2024,14:25:35,Video,TikTok,192.82.94.216,157.129.84.36,TCP,3.28,11.92,159.15,82.62,16,399
284,03/14/2024,14:17:02,Video,YouTube,153.37.30.140,126.149.212.16,ICMP,4.78,13.2,8.1,100.78,297,2056
285,03/15/2024,21:30:35,Game,Xbox,198.35.245.160,112.239.108.70,ICMP,2.04,1.72,192.13,107.73,31,153
286,03/15/2024,05:13:22,Voice,VoIP,195.74.125.31,129.101.210.77,TCP,1.54,1.04,271.43,126.99,298,2078
287,03/15/2024,12:58:17,Voice,VoIP,142.5.114.3,184.128.33.234,ICMP,1.22,9.21,255.29,149.49,288,1803
288,03/15/2024,07:50:02,Voice,VoIP,172.124.159.224,116.123.91.110,ICMP,3.34,19.88,9.94,124.8,37,3835
289,03/15/2024,06:55:07,Voice,VoIP,191.32.182.91,189.23.255.215,TCP,2.78,14.51,16.57,122.48,112,3218
290,03/14/2024,18:32:49,Voice,VoIP,151.190.38.97,111.71.216.250,ICMP,2.05,3.19,132.02,265.39,45,3826
291,03/14/2024,08:10:28,Game,Xbox,170.16.50.236,166.137.160.210,TCP,0.67,3.98,102.18,32.39,236,1902
292,03/14/2024,11:49:07,Voice,VoIP,169.39.255.182,198.235.240.79,ICMP,0.76,18.12,8.85,201.97,237,1540
293,03/15/2024,21:10:01,Voice,VoIP,117.170.99.33,169.15.60.16,TCP,1.19,6.41,288.77,132.02,30,2029
294,03/14/2024,05:28:22,Game,Xbox,128.32.7.132,121.75.172.94,TCP,2.19,4.32,80.07,233.57,209,3695
295,03/14/2024,20:25:17,Game,Xbox,174.205.220.154,105.169.13.148,ICMP,4.69,3.8,125.08,121.34,243,2525
296,03/14/2024,18:00:00,Voice,VoIP,161.29.44.7,151.5.0.55,TCP,3.77,7.75,122.03,41.81,152,2673
297,03/14/2024,02:39:23,Video,TikTok,149.187.43.243,141.170.77.28,ICMP,3.71,6.43,284.21,116.09,256,4688
298,03/15/2024,14:20:06,Game,Xbox,167.152.237.91,194.241.57.38,ICMP,2.53,15.17,217.26,15.54,121,2589
299,03/14/2024,19:55:35,Game,Steam,140.117.92.179,154.203.206.63,ICMP,1.68,1.87,158.78,249.71,122,655
300,03/15/2024,07:30:58,Game,Steam,128.241.123.73,198.247.19.66,TCP,2.69,3.35,26.6,52.78,29,4144
301,03/15/2024,17:13:32,Voice,VoIP,122.128.100.111,107.74.76.18,TCP,1.01,12.42,213.9,72.92,170,3197
302,03/14/2024,04:55:47,Video,YouTube,130.68.158.8,152.253.86.116,TCP,2.53,7.05,286.4,199.1,214,1268
303,03/14/2024,19:58:29,Game,Xbox,127.127.205.243,106.7.160.170,ICMP,1.74,7.86,81.62,183.47,20,1442
304,03/14/2024,18:38:46,Game,Xbox,177.220.227.108,192.176.26.14,ICMP,4.03,15.47,201.03,126.32,125,2453
305,03/14/2024,06:56:35,Video,YouTube,105.135.22.217,116.149.18.83,ICMP,2.21,16.56,202.65,63.04,295,1345
306,03/14/2024,01:20:33,Game,Xbox,157.20.245.37,132.166.143.192,TCP,2.58,6.41,26.41,141.88,276,202
307,03/14/2024,05:06:03,Game,Xbox,170.220.233.185,169.70.5.233,TCP,3.93,12.84,2.22,16.31,40,3020
308,03/15/2024,13:36:46,Video,YouTube,125.184.21.254,163.253.62.85,TCP,0.81,7.79,118.89,80.49,264,65
309,03/14/2024,22:00:48,Voice,VoIP,187.126.36.92,124.140.82.44,TCP,3.07,8.52,156.82,26.21,278,1323
310,03/14/2024,15:22:10,Game,Xbox,116.12.162.133,142.247.74.91,TCP,4.9,4.88,78.48,278.28,226,218
311,03/14/2024,12:49:01,Video,TikTok,167.5.173.231,119.54.21.206,TCP,0.62,16.0,166.5,296.39,272,649
312,03/14/2024,23:22:37,Game,Xbox,178.224.93.44,142.1.21.84,ICMP,4.81,15.27,59.39,59.06,227,3837
313,03/14/2024,12:28:53,Game,Steam,177.7.78.39,159.5.197.62,ICMP,3.92,6.32,154.21,9.2,222,2726
314,03/15/2024,17:29:58,Voice,VoIP,171.5.143.125,163.179.58.106,ICMP,1.85,17.33,77.5,197.21,187,4984
315,03/14/2024,10:09:42,Voice,VoIP,101.104.135.83,121.19.137.147,TCP,4.26,15.34,13.32,252.77,65,2566
316,03/14/2024,02:10:38,Video,YouTube,142.170.243.114,107.178.176.154,TCP,0.93,19.05,58.22,283.26,224,257
317,03/15/2024,13:09:23,Video,TikTok,159.160.20.41,176.29.184.170,ICMP,3.66,17.69,255.56,82.09,237,4091
318,03/15/2024,10:25:22,Video,YouTube,190.212.128.154,181.191.252.25,ICMP,3.46,18.94,111.67,171.66,57,684
319,03/15/2024,17:40:51,Video,TikTok,123.104.201.3,162.221.172.103,TCP,4.99,10.3,278.78,285.01,74,3223
320,03/15/2024,02:15:08,Video,TikTok,127.254.119.196,131.160.213.218,TCP,2.69,6.81,114.4,161.19,186,4234
321,03/14/2024,09:22:46,Voice,VoIP,142.6.143.125,128.187.118.29,ICMP,2.12,19.66,10.08,74.43,57,4782
322,03/15/2024,12:47:08,Voice,VoIP,145.14.238.177,126.60.188.152,ICMP,2.74,11.54,199.91,85.74,86,4300
323,03/15/2024,14:03:20,Video,YouTube,164.126.171.201,117.142.170.206,ICMP,2.41,7.93,91.34,217.36,202,1525
324,03/14/2024,11:42:06,Voice,VoIP,180.11.172.137,137.32.71.247,TCP,2.16,2.05,257.52,109.52,28,4768
325,03/14/2024,19:18:29,Video,TikTok,175.163.185.32,166.158.75.90,ICMP,3.44,14.1,85.54,85.1,105,149
326,03/14/2024,14:32:13,Game,Xbox,177.145.28.184,178.123.6.209,TCP,0.99,1.4,166.7,57.37,82,1269
327,03/14/2024,21:36:43,Game,Steam,146.156.53.88,172.159.66.246,TCP,4.05,5.59,175.96,198.8,93,1215
328,03/14/2024,20:09:40,Voice,VoIP,139.26.20.196,111.96.54.199,ICMP,3.08,19.06,172.8,271.96,17,3553
329,03/14/2024,00:38:53,Video,TikTok,167.253.179.217,194.28.107.223,ICMP,4.91,4.47,283.23,6.66,113,178
330,03/15/2024,11:58:40,Game,Steam,198.223.51.171,199.23.203.77,TCP,4.56,19.55,260.36,260.99,113,1708
331,03/14/2024,17:37:27,Game,Xbox,150.152.205.191,135.236.222.23,TCP,3.62,11.74,159.02,202.38,200,469
332,03/15/2024,09:26:30,Voice,VoIP,140.8.166.138,148.75.239.27,TCP,4.68,2.27,171.02,224.77,112,3520
333,03/14/2024,09:26:34,Video,YouTube,112.1.115.81,198.50.171.152,TCP,2.9,9.53,249.81,33.0,26,3256
334,03/15/2024,03:24:54,Game,Xbox,185.117.164.225,179.51.3.137,ICMP,4.28,4.55,152.55,26.88,298,2653
335,03/15/2024,01:56:40,Video,TikTok,175.60.178.255,126.108.186.152,ICMP,1.52,15.49,235.41,292.89,173,1894
336,03/14/2024,22:58:15,Voice,VoIP,197.70.247.13,140.226.28.210,TCP,3.85,18.83,68.09,292.5,208,1300
337,03/15/2024,06:07:16,Game,Steam,125.127.243.85,176.111.76.212,ICMP,1.53,14.28,265.71,213.04,275,2737
338,03/14/2024,01:27:46,Video,TikTok,103.111.37.16,164.133.68.31,TCP,1.21,1.62,173.13,238.5,79,2068
339,03/14/2024,13:37:42,Voice,VoIP,132.229.104.212,174.242.150.21,ICMP,1.32,15.79,191.58,38.63,276,3868
340,03/15/2024,03:05:46,Game,Xbox,179.74.201.66,120.192.241.182,ICMP,0.36,9.37,265.9,130.24,31,2499
341,03/15/2024,20:13:22,Voice,VoIP,162.189.194.101,165.92.84.142,ICMP,3.93,4.34,281.77,105.53,94,4736
342,03/15/2024,22:44:49,Game,Steam,170.130.67.34,167.226.131.95,ICMP,1.15,13.57,21.63,40.21,79,3014
343,03/14/2024,20:07:38,Video,TikTok,156.184.213.218,181.146.249.105,ICMP,3.82,4.78,238.08,89.01,237,474
344,03/15/2024,09:36:52,Game,Steam,170.178.23.243,100.216.222.12,TCP,0.98,15.23,3.47,98.21,212,2770
345,03/14/2024,12:40:19,Video,TikTok,108.100.116.79,179.52.51.203,ICMP,4.99,17.76,7.12,237.01,50,3231
346,03/15/2024,19:08:47,Game,Steam,117.13.77.97,135.242.255.167,TCP,4.72,19.85,182.6,113.9,95,4047
347,03/15/2024,22:00:41,Video,TikTok,105.127.194.130,185.84.20.69,ICMP,1.78,1.78,284.07,107.67,11,2242
348,03/14/2024,14:30:20,Game,Steam,170.99.251.15,121.170.215.59,ICMP,3.88,17.84,248.64,65.26,287,1959
349,03/15/2024,21:54:22,Voice,VoIP,123.119.219.80,170.70.107.70,TCP,4.48,3.71,265.2,6.78,73,1193
350,03/15/2024,20:24:25,Voice,VoIP,148.197.64.216,120.155.34.177,ICMP,2.71,14.32,129.21,187.52,156,816
351,03/14/2024,10:47:48,Voice,VoIP,171.69.114.168,105.88.191.86,TCP,2.51,8.79,54.37,231.03,171,1366
352,03/14/2024,18:36:56,Voice,VoIP,146.202.22.157,114.83.146.224,TCP,1.21,6.39,60.95,214.14,11,4733
353,03/14/2024,11:48:10,Voice,VoIP,145.255.120.95,101.149.39.217,TCP,4.79,8.03,22.59,198.54,288,4897
354,03/15/2024,18:57:37,Voice,VoIP,176.33.33.116,172.151.168.10,ICMP,4.45,16.17,132.26,140.94,214,1340
355,03/15/2024,21:59:29,Voice,VoIP,136.44.47.170,158.67.54.50,TCP,0.07,12.54,244.56,253.12,257,1343
356,03/15/2024,15:52:55,Video,YouTube,177.79.97.15,133.114.221.253,TCP,1.67,11.73,11.08,189.28,248,1167
357,03/14/2024,18:05:52,Video,TikTok,179.232.155.198,175.197.119.252,TCP,4.79,10.54,41.35,41.16,52,2493
358,03/14/2024,03:54:25,Video,TikTok,121.199.194.43,126.162.20.124,TCP,1.13,1.43,181.68,173.28,101,1898
359,03/14/2024,02:32:45,Game,Xbox,162.56.148.204,114.199.120.165,ICMP,0.29,16.29,286.34,130.32,267,2214
360,03/14/2024,09:45:24,Game,Steam,170.6.223.72,108.109.58.180,ICMP,1.47,1.87,63.09,104.29,291,3554
361,03/14/2024,13:47:22,Game,Xbox,184.1.1.50,144.133.50.171,ICMP,0.32,8.68,272.34,272.52,172,2975
362,03/15/2024,19:41:48,Video,YouTube,108.10.208.135,133.64.84.6,TCP,3.33,5.8,165.96,22.98,177,967
363,03/14/2024,10:51:26,Video,YouTube,137.225.124.142,139.151.122.81,TCP,4.3,18.28,34.23,11.73,207,4789
364,03/15/2024,22:56:24,Video,YouTube,106.179.220.66,107.54.213.227,ICMP,3.98,3.28,67.28,2.55,185,2021
365,03/15/2024,22:10:51,Video,YouTube,163.182.58.84,123.95.11.6,ICMP,1.07,6.72,196.35,145.36,92,695
366,03/15/2024,02:14:11,Voice,VoIP,146.17.35.95,140.156.153.2,TCP,1.88,14.94,240.24,189.6,64,1272
367,03/15/2024,14:53:19,Voice,VoIP,126.251.2.99,161.231.72.161,ICMP,1.36,6.83,267.82,176.14,287,4789
368,03/15/2024,01:59:59,Voice,VoIP,154.213.22.63,140.157.222.58,ICMP,0.54,13.27,174.85,177.25,57,2679
369,03/14/2024,16:43:24,Voice,VoIP,114.191.116.175,166.222.180.250,ICMP,3.74,8.54,77.07,262.92,134,1916
370,03/14/2024,17:57:31,Game,Xbox,176.42.79.46,171.58.139.11,TCP,3.66,7.47,85.25,45.18,140,863
371,03/14/2024,20:12:11,Voice,VoIP,184.70.38.60,100.247.239.229,TCP,0.19,4.12,32.63,65.65,293,873
372,03/15/2024,12:59:03,Game,Xbox,110.136.181.211,137.173.251.162,TCP,1.47,1.7,129.38,173.87,144,1250
373,03/15/2024,07:48:02,Video,YouTube,191.3.14.201,152.159.12.113,TCP,4.35,11.53,12.12,37.37,182,706
374,03/15/2024,00:11:08,Game,Xbox,185.18.221.9,108.223.129.39,ICMP,1.12,17.99,94.13,196.32,298,894
375,03/14/2024,21:31:36,Game,Steam,164.105.150.232,114.91.90.216,TCP,4.62,1.79,120.56,77.52,203,3484
376,03/14/2024,12:38:19,Video,TikTok,146.129.35.171,160.188.160.10,TCP,3.8,14.87,137.27,3.75,99,4749
377,03/14/2024,08:32:51,Game,Steam,149.80.36.14,153.236.145.9,TCP,4.67,11.61,107.4,267.93,275,2474
378,03/14/2024,20:47:30,Voice,VoIP,117.29.128.16,183.15.89.193,ICMP,1.37,12.87,238.98,49.29,47,624
379,03/15/2024,22:36:27,Video,TikTok,166.233.1.84,100.207.207.244,TCP,3.57,18.43,204.65,108.03,26,1052
380,03/15/2024,16:25:21,Voice,VoIP,152.188.150.127,141.72.255.81,TCP,3.96,13.01,143.95,184.03,230,804
381,03/15/2024,14:15:54,Game,Steam,128.77.195.218,184.97.44.4,TCP,1.92,12.22,127.95,242.46,89,2033
382,03/14/2024,08:26:35,Video,TikTok,143.207.71.123,146.4.180.75,TCP,2.98,13.36,83.56,43.88,140,4224
383,03/14/2024,01:53:05,Voice,VoIP,189.11.153.101,177.110.204.221,TCP,3.09,17.91,37.56,146.35,65,3177
384,03/15/2024,03:55:57,Voice,VoIP,107.36.189.207,133.167.77.42,ICMP,1.56,2.5,235.37,165.92,129,1281
385,03/14/2024,10:36:16,Video,TikTok,118.189.79.102,188.233.92.234,ICMP,0.24,14.74,104.21,235.5,286,3214
386,03/15/2024,19:04:34,Game,Xbox,143.122.104.13,187.238.143.114,ICMP,4.5,6.25,162.91,115.18,27,2736
387,03/15/2024,12:58:07,Game,Xbox,181.181.77.19,108.4.62.25,TCP,1.53,17.89,76.41,248.6,10,4535
388,03/14/2024,07:12:02,Video,YouTube,130.155.164.97,121.64.49.95,ICMP,0.0,3.63,32.9,115.98,34,4409
389,03/14/2024,09:55:57,Game,Xbox,192.13.237.178,148.195.189.5,TCP,4.91,12.38,256.68,39.92,165,3524
390,03/15/2024,18:01:02,Video,YouTube,174.209.9.217,168.50.133.22,ICMP,2.87,13.69,15.87,80.09,204,2107
391,03/15/2024,23:07:41,Game,Steam,190.81.203.107,104.36.184.4,ICMP,0.46,16.61,108.65,294.07,243,949
392,03/14/2024,18:56:23,Voice,VoIP,128.189.38.56,194.55.169.64,ICMP,2.44,9.56,73.13,126.57,237,412
393,03/15/2024,16:44:21,Voice,VoIP,130.74.83.254,135.187.90.98,ICMP,0.21,13.13,118.79,79.26,11,1652
394,03/15/2024,01:47:59,Game,Steam,102.91.245.115,114.117.241.53,TCP,3.75,19.85,196.61,128.4,86,3479
395,03/15/2024,18:37:45,Video,TikTok,105.219.183.202,199.38.122.130,TCP,1.84,1.5,241.11,282.07,88,3969
396,03/14/2024,12:16:30,Video,TikTok,130.49.18.104,154.59.138.134,TCP,2.22,3.94,279.86,93.61,205,1326
397,03/14/2024,03:10:38,Video,YouTube,172.171.232.2,176.69.214.27,ICMP,2.83,14.77,128.94,106.62,146,1091
398,03/15/2024,18:07:06,Voice,VoIP,132.238.198.176,122.118.243.23,ICMP,3.38,15.74,197.75,164.5,218,2883
399,03/14/2024,20:04:24,Game,Steam,154.107.55.201,188.166.238.253,TCP,0.48,9.52,258.39,130.16,202,978
400,03/14/2024,01:42:02,Game,Steam,132.181.80.136,134.200.21.200,TCP,4.36,14.12,79.95,52.66,267,561
401,03/14/2024,04:22:06,Game,Steam,175.109.206.83,125.182.97.93,TCP,4.53,12.76,53.26,209.28,70,3282
402,03/14/2024,09:52:21,Game,Xbox,119.197.163.119,161.94.138.130,TCP,1.59,5.06,287.06,233.34,238,472
403,03/14/2024,05:40:52,Video,YouTube,114.151.54.133,107.2.38.192,TCP,3.28,3.6,185.13,291.82,15,3098
404,03/15/2024,13:28:18,Game,Xbox,181.57.191.224,108.33.17.148,TCP,3.39,9.49,76.09,278.47,276,1444
405,03/15/2024,08:38:53,Voice,VoIP,134.189.18.119,142.247.151.35,TCP,0.51,1.6,58.85,37.85,275,1177
406,03/15/2024,16:13:06,Game,Steam,107.233.144.46,189.75.239.178,TCP,4.13,6.24,182.56,264.51,50,1840
407,03/15/2024,07:39:42,Voice,VoIP,115.111.109.212,133.137.209.111,TCP,2.98,5.96,232.57,59.34,211,3370
408,03/14/2024,02:56:08,Video,TikTok,136.152.110.102,114.212.248.40,ICMP,1.29,12.77,138.97,16.71,57,4043
409,03/15/2024,18:54:25,Voice,VoIP,148.245.180.243,105.243.75.125,ICMP,1.31,18.76,103.98,196.64,78,4629
410,03/14/2024,22:07:38,Video,TikTok,170.16.127.226,113.32.252.75,ICMP,3.52,4.58,180.28,155.19,61,711
411,03/14/2024,07:59:08,Voice,VoIP,159.39.227.51,103.139.20.131,ICMP,1.03,11.78,163.8,249.24,99,911
412,03/15/2024,09:45:46,Game,Steam,104.27.180.45,168.133.69.189,ICMP,1.74,13.62,66.55,130.7,168,2772
413,03/15/2024,02:51:41,Game,Steam,185.37.114.123,108.14.33.39,ICMP,2.49,11.08,131.88,21.12,122,880
414,03/14/2024,18:36:11,Video,TikTok,186.152.149.117,106.83.198.68,ICMP,0.36,3.89,264.6,234.75,204,1670
415,03/14/2024,17:37:33,Voice,VoIP,197.20.211.66,140.110.80.26,TCP,1.78,5.65,116.87,282.41,97,3995
416,03/15/2024,12:51:51,Game,Steam,118.195.167.229,135.107.216.248,ICMP,3.57,8.44,192.42,134.31,220,979
417,03/14/2024,16:12:17,Voice,VoIP,167.94.226.233,149.165.3.19,ICMP,1.94,7.05,298.9,168.5,164,2641
418,03/15/2024,09:05:38,Game,Xbox,124.28.250.40,185.221.0.182,TCP,3.88,6.1,13.61,192.77,78,4083
419,03/15/2024,11:49:36,Game,Xbox,183.90.169.33,162.194.93.95,ICMP,3.4,1.84,118.69,214.43,141,1371
420,03/14/2024,12:29:36,Video,YouTube,114.117.6.194,194.215.80.90,ICMP,3.58,9.66,262.97,26.0,165,4907
421,03/14/2024,10:10:42,Voice,VoIP,186.95.1.189,187.120.125.20,ICMP,4.57,7.89,213.25,89.91,155,3968
422,03/14/2024,16:30:33,Game,Steam,179.251.125.239,188.131.81.110,TCP,4.43,2.48,101.21,151.06,69,3041
423,03/14/2024,16:26:03,Game,Steam,156.178.145.193,127.250.169.188,ICMP,1.42,14.28,201.59,24.39,254,1053
424,03/15/2024,23:20:04,Game,Xbox,141.158.217.71,174.198.17.240,TCP,1.83,3.93,194.32,281.33,115,3147
425,03/14/2024,23:59:27,Voice,VoIP,161.246.171.154,186.206.183.53,TCP,1.12,3.85,86.5,66.34,263,3660
426,03/15/2024,00:55:08,Game,Steam,131.236.111.70,184.95.94.234,ICMP,2.24,17.24,161.78,60.63,243,3987
427,03/14/2024,20:48:21,Game,Xbox,127.130.111.171,110.62.71.28,TCP,4.58,5.97,228.39,194.78,254,3301
428,03/14/2024,20:04:58,Video,TikTok,122.161.190.122,138.191.148.143,TCP,4.71,19.22,170.04,192.54,148,923
429,03/14/2024,00:52:22,Voice,VoIP,138.128.114.5,171.134.104.39,ICMP,3.78,16.27,199.51,227.18,238,1823
430,03/14/2024,07:54:46,Video,TikTok,118.18.162.240,156.168.225.194,TCP,2.64,11.57,22.16,89.12,300,2803
431,03/14/2024,02:42:08,Video,YouTube,112.222.45.239,131.149.12.57,TCP,4.75,17.72,119.92,285.81,244,569
